ligand,receptor,species,type
HRG,INSRR,Human,R
WNT1,INSRR,Human,R
IGF1,INSRR,Human,R
S100A8,INSRR,Human,R
SERPINE1,INSRR,Human,R
SERPING1,INSRR,Human,R
COL5A2,INSRR,Human,R
S100A9,INSRR,Human,R
APOA4,INSRR,Human,R
DCN,INSRR,Human,R
LAMB1,INSRR,Human,R
COL1A2,INSRR,Human,R
INHBA,INSRR,Human,R
FGF4,INSRR,Human,R
VIM,INSRR,Human,R
FGF2,INSRR,Human,R
GSTP1,INSRR,Human,R
LGALS1,INSRR,Human,R
INHBB,INSRR,Human,R
WNT2,INSRR,Human,R
CFC1,INSRR,Human,R
SAA1,INSRR,Human,R
SPP1,INSRR,Human,R
TGFB3,INSRR,Human,R
RBP3,INSRR,Human,R
FGF6,INSRR,Human,R
LAMC1,INSRR,Human,R
FGF3,INSRR,Human,R
FGF5,INSRR,Human,R
COL11A1,INSRR,Human,R
COL6A3,INSRR,Human,R
PTHLH,INSRR,Human,R
BMP2,INSRR,Human,R
BMP4,INSRR,Human,R
BMP3,INSRR,Human,R
TDGF1,INSRR,Human,R
BMP1,INSRR,Human,R
OSM,INSRR,Human,R
PKM,INSRR,Human,R
AREG,INSRR,Human,R
ST6GAL1,INSRR,Human,R
TIMP2,INSRR,Human,R
BMP7,INSRR,Human,R
IL1RN,INSRR,Human,R
FST,INSRR,Human,R
PMCH,INSRR,Human,R
EFNA1,INSRR,Human,R
COL9A1,INSRR,Human,R
COL5A1,INSRR,Human,R
BGN,INSRR,Human,R
IBSP,INSRR,Human,R
MATN1,INSRR,Human,R
BMP5,INSRR,Human,R
BMP6,INSRR,Human,R
IGFBP4,INSRR,Human,R
FBLN1,INSRR,Human,R
LAMA2,INSRR,Human,R
LAMA1,INSRR,Human,R
CNTF,INSRR,Human,R
S100A4,INSRR,Human,R
GDF1,INSRR,Human,R
COL8A1,INSRR,Human,R
CD34,INSRR,Human,R
CD40LG,INSRR,Human,R
FGF9,INSRR,Human,R
NTF4,INSRR,Human,R
BMP8B,INSRR,Human,R
HSPA4,INSRR,Human,R
BTC,INSRR,Human,R
FBN1,INSRR,Human,R
COL18A1,INSRR,Human,R
GDNF,INSRR,Human,R
WNT5A,INSRR,Human,R
GDF5,INSRR,Human,R
MMP13,INSRR,Human,R
CCN3,INSRR,Human,R
COMP,INSRR,Human,R
PGF,INSRR,Human,R
VEGFB,INSRR,Human,R
VEGFC,INSRR,Human,R
PSEN1,INSRR,Human,R
GPC3,INSRR,Human,R
LUM,INSRR,Human,R
EFNA3,INSRR,Human,R
EFNA4,INSRR,Human,R
EFNB2,INSRR,Human,R
EFNA5,INSRR,Human,R
MFAP2,INSRR,Human,R
FGF8,INSRR,Human,R
INHBC,INSRR,Human,R
LAMB2,INSRR,Human,R
WNT3,INSRR,Human,R
WNT3A,INSRR,Human,R
NRG3,INSRR,Human,R
INHBE,INSRR,Human,R
NXPH1,INSRR,Human,R
ACTR2,INSRR,Human,R
FGF12,INSRR,Human,R
JAG1,INSRR,Human,R
RELN,INSRR,Human,R
LCN2,INSRR,Human,R
DLK1,INSRR,Human,R
S100A12,INSRR,Human,R
FBLN2,INSRR,Human,R
EFNB1,INSRR,Human,R
NDP,INSRR,Human,R
NRG1,INSRR,Human,R
COL7A1,INSRR,Human,R
COL14A1,INSRR,Human,R
COL16A1,INSRR,Human,R
LGALS3BP,INSRR,Human,R
MFGE8,INSRR,Human,R
FGL1,INSRR,Human,R
EFEMP1,INSRR,Human,R
SEMA3B,INSRR,Human,R
SEMA3F,INSRR,Human,R
DMP1,INSRR,Human,R
ITGB3BP,INSRR,Human,R
MFAP5,INSRR,Human,R
PDAP1,INSRR,Human,R
ADAM9,INSRR,Human,R
ADAM15,INSRR,Human,R
MADCAM1,INSRR,Human,R
LAMB3,INSRR,Human,R
LAMC2,INSRR,Human,R
COL9A3,INSRR,Human,R
COL9A2,INSRR,Human,R
EBI3,INSRR,Human,R
SELPLG,INSRR,Human,R
SEMA3A,INSRR,Human,R
IHH,INSRR,Human,R
LTBP1,INSRR,Human,R
ANGPT1,INSRR,Human,R
FCN2,INSRR,Human,R
EFNB3,INSRR,Human,R
CTF1,INSRR,Human,R
LAMA3,INSRR,Human,R
RSPO4,INSRR,Human,R
RSPO1,INSRR,Human,R
SYTL3,INSRR,Human,R
ARTN,INSRR,Human,R
GDF6,INSRR,Human,R
RGMB,INSRR,Human,R
EPGN,INSRR,Human,R
NPNT,INSRR,Human,R
RSPO2,INSRR,Human,R
DLK2,INSRR,Human,R
SOSTDC1,INSRR,Human,R
GDF7,INSRR,Human,R
BMP8A,INSRR,Human,R
NLGN1,INSRR,Human,R
DRAXIN,INSRR,Human,R
PCSK9,INSRR,Human,R
NLGN2,INSRR,Human,R
MUC7,INSRR,Human,R
NRG4,INSRR,Human,R
IL1F10,INSRR,Human,R
HAS2,INSRR,Human,R
FGF13,INSRR,Human,R
FGF11,INSRR,Human,R
FGF14,INSRR,Human,R
PRG4,INSRR,Human,R
WNT2B,INSRR,Human,R
WNT8B,INSRR,Human,R
RGMA,INSRR,Human,R
BCAN,INSRR,Human,R
LRIG1,INSRR,Human,R
MEGF10,INSRR,Human,R
HBEGF,INSRR,Human,R
NRTN,INSRR,Human,R
SEMA3C,INSRR,Human,R
SOST,INSRR,Human,R
SPON2,INSRR,Human,R
SORBS1,INSRR,Human,R
JAM3,INSRR,Human,R
RSPO3,INSRR,Human,R
PDGFD,INSRR,Human,R
FGF23,INSRR,Human,R
WNT8A,INSRR,Human,R
SEMA4A,INSRR,Human,R
FGF22,INSRR,Human,R
FGF20,INSRR,Human,R
DLL4,INSRR,Human,R
PDGFC,INSRR,Human,R
HEBP1,INSRR,Human,R
LTBP3,INSRR,Human,R
SEMA3G,INSRR,Human,R
FGF21,INSRR,Human,R
DLL3,INSRR,Human,R
PODXL2,INSRR,Human,R
NLGN3,INSRR,Human,R
IL36B,INSRR,Human,R
IL36G,INSRR,Human,R
DSPP,INSRR,Human,R
CLCF1,INSRR,Human,R
CKLF,INSRR,Human,R
DKK4,INSRR,Human,R
DKK2,INSRR,Human,R
RIMS2,INSRR,Human,R
JAG2,INSRR,Human,R
ANGPT4,INSRR,Human,R
RPH3A,INSRR,Human,R
ANGPTL3,INSRR,Human,R
WNT6,INSRR,Human,R
LAMC3,INSRR,Human,R
CALM2,KCNH5,Human,R
CALM3,KCNH5,Human,R
CALM2,KCNH7,Human,R
CALM3,KCNH7,Human,R
HLA-B,KIR2DL2,Human,R
HLA-A,KIR2DL2,Human,R
HLA-C,KIR2DL2,Human,R
MICB,KIR2DL2,Human,R
MICA,KIR2DL2,Human,R
RAET1L,KIR2DL2,Human,R
RAET1E,KIR2DL2,Human,R
ULBP2,KIR2DL2,Human,R
ULBP1,KIR2DL2,Human,R
HLA-B,KIR2DL5A,Human,R
HLA-A,KIR2DL5A,Human,R
HLA-C,KIR2DL5A,Human,R
HLA-B,KIR2DL5B,Human,R
HLA-A,KIR2DL5B,Human,R
HLA-C,KIR2DL5B,Human,R
HLA-B,KIR2DS1,Human,R
HLA-A,KIR2DS1,Human,R
HLA-C,KIR2DS1,Human,R
HLA-B,KIR2DS2,Human,R
HLA-A,KIR2DS2,Human,R
HLA-C,KIR2DS2,Human,R
RAET1L,KIR2DS2,Human,R
ULBP2,KIR2DS2,Human,R
ULBP1,KIR2DS2,Human,R
HLA-B,KIR2DS3,Human,R
HLA-A,KIR2DS3,Human,R
HLA-C,KIR2DS3,Human,R
HLA-B,KIR2DS4,Human,R
HLA-A,KIR2DS4,Human,R
HLA-C,KIR2DS4,Human,R
HLA-B,KIR2DS5,Human,R
HLA-A,KIR2DS5,Human,R
HLA-C,KIR2DS5,Human,R
HLA-B,KIR3DL3,Human,R
HLA-A,KIR3DL3,Human,R
HLA-C,KIR3DL3,Human,R
HLA-B,KIR3DS1,Human,R
HLA-A,KIR3DS1,Human,R
HLA-C,KIR3DS1,Human,R
MICB,KIR3DS1,Human,R
MICA,KIR3DS1,Human,R
RAET1L,KIR3DS1,Human,R
RAET1E,KIR3DS1,Human,R
ULBP3,KIR3DS1,Human,R
ULBP2,KIR3DS1,Human,R
ULBP1,KIR3DS1,Human,R
HLA-B,KLRC3,Human,R
HLA-A,KLRC3,Human,R
HLA-C,KLRC3,Human,R
HLA-B,LAIR1,Human,R
HLA-A,LAIR1,Human,R
HLA-C,LAIR1,Human,R
MICB,LAIR1,Human,R
MICA,LAIR1,Human,R
RAET1L,LAIR1,Human,R
RAET1E,LAIR1,Human,R
ULBP2,LAIR1,Human,R
ULBP1,LAIR1,Human,R
CHAD,LAMP2,Human,R
SPINK1,LAMP2,Human,R
SERPINA1,LAMP2,Human,R
APOA1,LAMP2,Human,R
APOA2,LAMP2,Human,R
APOC2,LAMP2,Human,R
APOC3,LAMP2,Human,R
C1QB,LAMP2,Human,R
ALB,LAMP2,Human,R
GC,LAMP2,Human,R
HPX,LAMP2,Human,R
ANG,LAMP2,Human,R
S100A8,LAMP2,Human,R
SERPINE1,LAMP2,Human,R
S100A9,LAMP2,Human,R
APOA4,LAMP2,Human,R
GSTP1,LAMP2,Human,R
LGALS1,LAMP2,Human,R
SCGB1A1,LAMP2,Human,R
AREG,LAMP2,Human,R
IL1RN,LAMP2,Human,R
TCN2,LAMP2,Human,R
LCN2,LAMP2,Human,R
COL16A1,LAMP2,Human,R
LGALS3BP,LAMP2,Human,R
COL9A3,LAMP2,Human,R
COL9A2,LAMP2,Human,R
FCN2,LAMP2,Human,R
PCSK9,LAMP2,Human,R
IL36B,LAMP2,Human,R
IL36G,LAMP2,Human,R
IL36A,LAMP2,Human,R
HLA-B,LILRA6,Human,R
HLA-A,LILRA6,Human,R
HLA-C,LILRA6,Human,R
B2M,LILRA6,Human,R
MICB,LILRA6,Human,R
MICA,LILRA6,Human,R
RAET1L,LILRA6,Human,R
RAET1G,LILRA6,Human,R
RAET1E,LILRA6,Human,R
ULBP3,LILRA6,Human,R
ULBP2,LILRA6,Human,R
ULBP1,LILRA6,Human,R
HLA-B,LILRB3,Human,R
HLA-A,LILRB3,Human,R
HLA-C,LILRB3,Human,R
B2M,LILRB3,Human,R
MICB,LILRB3,Human,R
MICA,LILRB3,Human,R
RAET1L,LILRB3,Human,R
RAET1G,LILRB3,Human,R
RAET1E,LILRB3,Human,R
ULBP3,LILRB3,Human,R
ULBP2,LILRB3,Human,R
ULBP1,LILRB3,Human,R
HLA-B,LILRB4,Human,R
HLA-A,LILRB4,Human,R
HLA-C,LILRB4,Human,R
HLA-B,LILRB5,Human,R
HLA-A,LILRB5,Human,R
HLA-C,LILRB5,Human,R
B2M,LILRB5,Human,R
MICB,LILRB5,Human,R
MICA,LILRB5,Human,R
RAET1L,LILRB5,Human,R
RAET1G,LILRB5,Human,R
RAET1E,LILRB5,Human,R
ULBP3,LILRB5,Human,R
ULBP2,LILRB5,Human,R
ULBP1,LILRB5,Human,R
CCL24,LPAR5,Human,R
CORT,LPAR5,Human,R
CCL21,LPAR5,Human,R
CXCL11,LPAR5,Human,R
DEFB4A,LPAR5,Human,R
DEFB4B,LPAR5,Human,R
CCL25,LPAR5,Human,R
CCL16,LPAR5,Human,R
CXCL13,LPAR5,Human,R
NPPA,LPAR5,Human,R
PENK,LPAR5,Human,R
PDYN,LPAR5,Human,R
TSHB,LPAR5,Human,R
CALCA,LPAR5,Human,R
PTH,LPAR5,Human,R
GCG,LPAR5,Human,R
VIP,LPAR5,Human,R
GHRH,LPAR5,Human,R
PF4,LPAR5,Human,R
CXCL10,LPAR5,Human,R
RLN2,LPAR5,Human,R
GIP,LPAR5,Human,R
NPS,LPAR5,Human,R
CALCB,LPAR5,Human,R
IAPP,LPAR5,Human,R
NPPB,LPAR5,Human,R
TAC1,LPAR5,Human,R
PMCH,LPAR5,Human,R
GAL,LPAR5,Human,R
NPPC,LPAR5,Human,R
NMU,LPAR5,Human,R
DEFB1,LPAR5,Human,R
SST,LPAR5,Human,R
CCL20,LPAR5,Human,R
DEFB103A,LPAR5,Human,R
DEFB103B,LPAR5,Human,R
CXCL9,LPAR5,Human,R
PNOC,LPAR5,Human,R
NMS,LPAR5,Human,R
TAC4,LPAR5,Human,R
DEFB106A,LPAR5,Human,R
CCL19,LPAR5,Human,R
CCL28,LPAR5,Human,R
TAC3,LPAR5,Human,R
CCL27,LPAR5,Human,R
LEFTY2,LRP1B,Human,R
DLL1,LRP1B,Human,R
MFNG,LRP1B,Human,R
PODXL,LRP1B,Human,R
CCN1,LRP1B,Human,R
NRG2,LRP1B,Human,R
WNT9B,LRP1B,Human,R
EREG,LRP1B,Human,R
SEMA3E,LRP1B,Human,R
ANGPT2,LRP1B,Human,R
LAMA5,LRP1B,Human,R
CHAD,LRP1B,Human,R
ARPC5,LRP1B,Human,R
FGF10,LRP1B,Human,R
ADAM12,LRP1B,Human,R
FGF16,LRP1B,Human,R
DHH,LRP1B,Human,R
EDIL3,LRP1B,Human,R
VEGFD,LRP1B,Human,R
EFNA2,LRP1B,Human,R
FGF17,LRP1B,Human,R
DSCAM,LRP1B,Human,R
CUBN,LRP1B,Human,R
PSPN,LRP1B,Human,R
SEMA7A,LRP1B,Human,R
LEFTY1,LRP1B,Human,R
FGF18,LRP1B,Human,R
FARP2,LRP1B,Human,R
LRIG2,LRP1B,Human,R
DKK1,LRP1B,Human,R
SEMA3D,LRP1B,Human,R
NXPH2,LRP1B,Human,R
NXPH3,LRP1B,Human,R
GDF11,LRP1B,Human,R
FGF19,LRP1B,Human,R
SEMA4F,LRP1B,Human,R
F8,LRP1B,Human,R
F13A1,LRP1B,Human,R
F9,LRP1B,Human,R
F10,LRP1B,Human,R
PLAT,LRP1B,Human,R
SPINK1,LRP1B,Human,R
SERPINA1,LRP1B,Human,R
TGFA,LRP1B,Human,R
IGF2,LRP1B,Human,R
COL1A1,LRP1B,Human,R
COL2A1,LRP1B,Human,R
COL3A1,LRP1B,Human,R
COL4A1,LRP1B,Human,R
APOA1,LRP1B,Human,R
APOA2,LRP1B,Human,R
APOC1,LRP1B,Human,R
APOC2,LRP1B,Human,R
APOC3,LRP1B,Human,R
FGA,LRP1B,Human,R
FGB,LRP1B,Human,R
FGG,LRP1B,Human,R
C1QB,LRP1B,Human,R
ALB,LRP1B,Human,R
GC,LRP1B,Human,R
TF,LRP1B,Human,R
LTF,LRP1B,Human,R
HPX,LRP1B,Human,R
MMP1,LRP1B,Human,R
AMH,LRP1B,Human,R
C4BPA,LRP1B,Human,R
VTN,LRP1B,Human,R
PROC,LRP1B,Human,R
ANXA1,LRP1B,Human,R
PDGFA,LRP1B,Human,R
HRG,LRP1B,Human,R
WNT1,LRP1B,Human,R
IGF1,LRP1B,Human,R
S100A8,LRP1B,Human,R
SERPINE1,LRP1B,Human,R
FGF1,LRP1B,Human,R
COL5A2,LRP1B,Human,R
S100A9,LRP1B,Human,R
APOA4,LRP1B,Human,R
SERPINE2,LRP1B,Human,R
DCN,LRP1B,Human,R
LAMB1,LRP1B,Human,R
COL1A2,LRP1B,Human,R
INHBA,LRP1B,Human,R
FGF4,LRP1B,Human,R
VIM,LRP1B,Human,R
FGF2,LRP1B,Human,R
GSTP1,LRP1B,Human,R
LGALS1,LRP1B,Human,R
INHBB,LRP1B,Human,R
WNT2,LRP1B,Human,R
CFC1,LRP1B,Human,R
SPP1,LRP1B,Human,R
RBP3,LRP1B,Human,R
FGF6,LRP1B,Human,R
LAMC1,LRP1B,Human,R
FGF3,LRP1B,Human,R
FGF5,LRP1B,Human,R
COL11A1,LRP1B,Human,R
COL6A1,LRP1B,Human,R
COL6A2,LRP1B,Human,R
COL6A3,LRP1B,Human,R
BMP2,LRP1B,Human,R
BMP4,LRP1B,Human,R
BMP3,LRP1B,Human,R
TDGF1,LRP1B,Human,R
BMP1,LRP1B,Human,R
NID1,LRP1B,Human,R
PKM,LRP1B,Human,R
AREG,LRP1B,Human,R
ST6GAL1,LRP1B,Human,R
TIMP2,LRP1B,Human,R
BMP7,LRP1B,Human,R
ARF4,LRP1B,Human,R
VCL,LRP1B,Human,R
IL1RN,LRP1B,Human,R
FST,LRP1B,Human,R
TCN2,LRP1B,Human,R
EFNA1,LRP1B,Human,R
COL9A1,LRP1B,Human,R
COL5A1,LRP1B,Human,R
FGF7,LRP1B,Human,R
BGN,LRP1B,Human,R
IBSP,LRP1B,Human,R
MATN1,LRP1B,Human,R
TGM2,LRP1B,Human,R
BMP6,LRP1B,Human,R
IGFBP4,LRP1B,Human,R
FBLN1,LRP1B,Human,R
LAMA2,LRP1B,Human,R
LAMA1,LRP1B,Human,R
S100A4,LRP1B,Human,R
GDF1,LRP1B,Human,R
COL8A1,LRP1B,Human,R
COL4A5,LRP1B,Human,R
LRPAP1,LRP1B,Human,R
FGF9,LRP1B,Human,R
NTF4,LRP1B,Human,R
BMP8B,LRP1B,Human,R
HSPA4,LRP1B,Human,R
BTC,LRP1B,Human,R
FBN1,LRP1B,Human,R
COL18A1,LRP1B,Human,R
GDNF,LRP1B,Human,R
WNT5A,LRP1B,Human,R
GDF5,LRP1B,Human,R
MMP13,LRP1B,Human,R
CCN3,LRP1B,Human,R
COMP,LRP1B,Human,R
PGF,LRP1B,Human,R
VEGFB,LRP1B,Human,R
VEGFC,LRP1B,Human,R
PSEN1,LRP1B,Human,R
GPC3,LRP1B,Human,R
LUM,LRP1B,Human,R
EFNA3,LRP1B,Human,R
EFNA4,LRP1B,Human,R
EFNB2,LRP1B,Human,R
EFNA5,LRP1B,Human,R
MFAP2,LRP1B,Human,R
APOC4,LRP1B,Human,R
PLTP,LRP1B,Human,R
FGF8,LRP1B,Human,R
LAMB2,LRP1B,Human,R
WNT3,LRP1B,Human,R
WNT3A,LRP1B,Human,R
NRG3,LRP1B,Human,R
NXPH1,LRP1B,Human,R
ACTR2,LRP1B,Human,R
FGF12,LRP1B,Human,R
JAG1,LRP1B,Human,R
LCN2,LRP1B,Human,R
DLK1,LRP1B,Human,R
S100A12,LRP1B,Human,R
FBLN2,LRP1B,Human,R
EFNB1,LRP1B,Human,R
NDP,LRP1B,Human,R
NRG1,LRP1B,Human,R
COL7A1,LRP1B,Human,R
COL14A1,LRP1B,Human,R
COL16A1,LRP1B,Human,R
LGALS3BP,LRP1B,Human,R
MFGE8,LRP1B,Human,R
DSC1,LRP1B,Human,R
FGL1,LRP1B,Human,R
EFEMP1,LRP1B,Human,R
SEMA3B,LRP1B,Human,R
SEMA3F,LRP1B,Human,R
DMP1,LRP1B,Human,R
ITGB3BP,LRP1B,Human,R
MFAP5,LRP1B,Human,R
PDAP1,LRP1B,Human,R
ADAM9,LRP1B,Human,R
ADAM15,LRP1B,Human,R
MADCAM1,LRP1B,Human,R
LAMB3,LRP1B,Human,R
LAMC2,LRP1B,Human,R
COL9A3,LRP1B,Human,R
COL9A2,LRP1B,Human,R
SEMA3A,LRP1B,Human,R
DSC3,LRP1B,Human,R
IHH,LRP1B,Human,R
LTBP1,LRP1B,Human,R
ANGPT1,LRP1B,Human,R
FCN2,LRP1B,Human,R
EFNB3,LRP1B,Human,R
LAMA4,LRP1B,Human,R
LAMA3,LRP1B,Human,R
RSPO4,LRP1B,Human,R
RSPO1,LRP1B,Human,R
SYTL3,LRP1B,Human,R
ARTN,LRP1B,Human,R
GDF6,LRP1B,Human,R
RGMB,LRP1B,Human,R
EPGN,LRP1B,Human,R
ALKAL2,LRP1B,Human,R
NPNT,LRP1B,Human,R
ALKAL1,LRP1B,Human,R
RSPO2,LRP1B,Human,R
DLK2,LRP1B,Human,R
SOSTDC1,LRP1B,Human,R
GDF7,LRP1B,Human,R
BMP8A,LRP1B,Human,R
NLGN1,LRP1B,Human,R
DRAXIN,LRP1B,Human,R
PCSK9,LRP1B,Human,R
NLGN2,LRP1B,Human,R
MUC7,LRP1B,Human,R
NRG4,LRP1B,Human,R
IL1F10,LRP1B,Human,R
HAS2,LRP1B,Human,R
FGF13,LRP1B,Human,R
FGF11,LRP1B,Human,R
FGF14,LRP1B,Human,R
PRG4,LRP1B,Human,R
WNT2B,LRP1B,Human,R
WNT8B,LRP1B,Human,R
RGMA,LRP1B,Human,R
BCAN,LRP1B,Human,R
LRIG1,LRP1B,Human,R
MEGF10,LRP1B,Human,R
HBEGF,LRP1B,Human,R
NRTN,LRP1B,Human,R
SEMA3C,LRP1B,Human,R
SOST,LRP1B,Human,R
SPON2,LRP1B,Human,R
SORBS1,LRP1B,Human,R
JAM3,LRP1B,Human,R
RSPO3,LRP1B,Human,R
PDGFD,LRP1B,Human,R
FGF23,LRP1B,Human,R
WNT8A,LRP1B,Human,R
SEMA4A,LRP1B,Human,R
FGF22,LRP1B,Human,R
FGF20,LRP1B,Human,R
DLL4,LRP1B,Human,R
PDGFC,LRP1B,Human,R
HEBP1,LRP1B,Human,R
LTBP3,LRP1B,Human,R
SEMA3G,LRP1B,Human,R
FGF21,LRP1B,Human,R
DLL3,LRP1B,Human,R
PODXL2,LRP1B,Human,R
NLGN3,LRP1B,Human,R
IL36B,LRP1B,Human,R
IL36G,LRP1B,Human,R
DSPP,LRP1B,Human,R
CKLF,LRP1B,Human,R
DKK4,LRP1B,Human,R
DKK2,LRP1B,Human,R
IL36A,LRP1B,Human,R
ICAM5,LRP1B,Human,R
RIMS2,LRP1B,Human,R
JAG2,LRP1B,Human,R
ANGPT4,LRP1B,Human,R
RPH3A,LRP1B,Human,R
TLN1,LRP1B,Human,R
ANGPTL3,LRP1B,Human,R
WNT6,LRP1B,Human,R
LAMC3,LRP1B,Human,R
IFNL1,LRRC25,Human,R
IFNL2,LRRC25,Human,R
IL26,LRRC25,Human,R
CCL24,LTB4R,Human,R
CORT,LTB4R,Human,R
CCL21,LTB4R,Human,R
CXCL11,LTB4R,Human,R
DEFB4B,LTB4R,Human,R
CCL25,LTB4R,Human,R
CCL16,LTB4R,Human,R
CXCL13,LTB4R,Human,R
PENK,LTB4R,Human,R
PDYN,LTB4R,Human,R
TSHB,LTB4R,Human,R
CALCA,LTB4R,Human,R
PTH,LTB4R,Human,R
GCG,LTB4R,Human,R
VIP,LTB4R,Human,R
GHRH,LTB4R,Human,R
PF4,LTB4R,Human,R
CXCL10,LTB4R,Human,R
GIP,LTB4R,Human,R
NPS,LTB4R,Human,R
CALCB,LTB4R,Human,R
IAPP,LTB4R,Human,R
CCL2,LTB4R,Human,R
TAC1,LTB4R,Human,R
PMCH,LTB4R,Human,R
GAL,LTB4R,Human,R
CXCL12,LTB4R,Human,R
NMU,LTB4R,Human,R
SST,LTB4R,Human,R
CCL20,LTB4R,Human,R
CCL8,LTB4R,Human,R
DEFB103A,LTB4R,Human,R
DEFB103B,LTB4R,Human,R
CXCL9,LTB4R,Human,R
PNOC,LTB4R,Human,R
NMS,LTB4R,Human,R
TAC4,LTB4R,Human,R
DEFB106A,LTB4R,Human,R
CCL19,LTB4R,Human,R
CCL28,LTB4R,Human,R
TAC3,LTB4R,Human,R
CCL27,LTB4R,Human,R
CCL24,LTB4R2,Human,R
CORT,LTB4R2,Human,R
CCL21,LTB4R2,Human,R
CXCL11,LTB4R2,Human,R
DEFB4B,LTB4R2,Human,R
CCL25,LTB4R2,Human,R
CCL16,LTB4R2,Human,R
CXCL13,LTB4R2,Human,R
NPPA,LTB4R2,Human,R
AVP,LTB4R2,Human,R
PENK,LTB4R2,Human,R
PDYN,LTB4R2,Human,R
CGA,LTB4R2,Human,R
TSHB,LTB4R2,Human,R
LHB,LTB4R2,Human,R
CALCA,LTB4R2,Human,R
PTH,LTB4R2,Human,R
GCG,LTB4R2,Human,R
VIP,LTB4R2,Human,R
GHRH,LTB4R2,Human,R
PF4,LTB4R2,Human,R
CXCL10,LTB4R2,Human,R
RLN2,LTB4R2,Human,R
GIP,LTB4R2,Human,R
SCT,LTB4R2,Human,R
NPS,LTB4R2,Human,R
CALCB,LTB4R2,Human,R
IAPP,LTB4R2,Human,R
CCL2,LTB4R2,Human,R
NPPB,LTB4R2,Human,R
TAC1,LTB4R2,Human,R
PMCH,LTB4R2,Human,R
GAL,LTB4R2,Human,R
NPPC,LTB4R2,Human,R
NMU,LTB4R2,Human,R
CCL18,LTB4R2,Human,R
SST,LTB4R2,Human,R
CCL20,LTB4R2,Human,R
CCL8,LTB4R2,Human,R
DEFB103A,LTB4R2,Human,R
DEFB103B,LTB4R2,Human,R
CXCL9,LTB4R2,Human,R
PNOC,LTB4R2,Human,R
CCL15,LTB4R2,Human,R
NMS,LTB4R2,Human,R
TAC4,LTB4R2,Human,R
DEFB106A,LTB4R2,Human,R
RLN3,LTB4R2,Human,R
CCL19,LTB4R2,Human,R
CCL28,LTB4R2,Human,R
TAC3,LTB4R2,Human,R
CCL27,LTB4R2,Human,R
INSL5,LTB4R2,Human,R
RSPO4,LTK,Human,R
RSPO1,LTK,Human,R
RSPO2,LTK,Human,R
RSPO3,LTK,Human,R
CHAD,LY75,Human,R
F9,LY75,Human,R
F10,LY75,Human,R
SPINK1,LY75,Human,R
SERPINA1,LY75,Human,R
ALB,LY75,Human,R
GC,LY75,Human,R
HPX,LY75,Human,R
CFH,LY75,Human,R
GSTP1,LY75,Human,R
AREG,LY75,Human,R
IL1RN,LY75,Human,R
TCN2,LY75,Human,R
LUM,LY75,Human,R
EFEMP1,LY75,Human,R
DMP1,LY75,Human,R
FCN2,LY75,Human,R
MUC7,LY75,Human,R
IL1F10,LY75,Human,R
PODXL2,LY75,Human,R
IL36B,LY75,Human,R
IL36G,LY75,Human,R
IL36A,LY75,Human,R
EREG,MEGF11,Human,R
LAMA5,MEGF11,Human,R
CHAD,MEGF11,Human,R
DCN,MEGF11,Human,R
GSTP1,MEGF11,Human,R
RBP3,MEGF11,Human,R
AREG,MEGF11,Human,R
TIMP2,MEGF11,Human,R
FBLN1,MEGF11,Human,R
BTC,MEGF11,Human,R
LUM,MEGF11,Human,R
MFAP2,MEGF11,Human,R
LAMB2,MEGF11,Human,R
DLK1,MEGF11,Human,R
LGALS3BP,MEGF11,Human,R
EFEMP1,MEGF11,Human,R
LAMB3,MEGF11,Human,R
RSPO4,MEGF11,Human,R
RSPO1,MEGF11,Human,R
NPNT,MEGF11,Human,R
RSPO2,MEGF11,Human,R
DLK2,MEGF11,Human,R
LRIG1,MEGF11,Human,R
RSPO3,MEGF11,Human,R
DLL4,MEGF11,Human,R
DLL3,MEGF11,Human,R
JAG2,MEGF11,Human,R
LAMC3,MEGF11,Human,R
RSPO4,MEGF8,Human,R
RSPO1,MEGF8,Human,R
RSPO2,MEGF8,Human,R
RSPO3,MEGF8,Human,R
MICB,MILR1,Human,R
MICA,MILR1,Human,R
RAET1L,MILR1,Human,R
RAET1G,MILR1,Human,R
RAET1E,MILR1,Human,R
ULBP3,MILR1,Human,R
ULBP2,MILR1,Human,R
ULBP1,MILR1,Human,R
EREG,MRC1,Human,R
CHAD,MRC1,Human,R
CUBN,MRC1,Human,R
F9,MRC1,Human,R
F10,MRC1,Human,R
SPINK1,MRC1,Human,R
SERPINA1,MRC1,Human,R
ALB,MRC1,Human,R
GC,MRC1,Human,R
HPX,MRC1,Human,R
C4BPA,MRC1,Human,R
S100A8,MRC1,Human,R
S100A9,MRC1,Human,R
APOA4,MRC1,Human,R
GSTP1,MRC1,Human,R
LGALS1,MRC1,Human,R
LAMC1,MRC1,Human,R
COL6A3,MRC1,Human,R
AREG,MRC1,Human,R
IL1RN,MRC1,Human,R
FBLN1,MRC1,Human,R
HSPA4,MRC1,Human,R
COMP,MRC1,Human,R
LUM,MRC1,Human,R
LAMB2,MRC1,Human,R
S100A12,MRC1,Human,R
FBLN2,MRC1,Human,R
LGALS3BP,MRC1,Human,R
EFEMP1,MRC1,Human,R
DMP1,MRC1,Human,R
LAMB3,MRC1,Human,R
LAMC2,MRC1,Human,R
FCN2,MRC1,Human,R
RSPO4,MRC1,Human,R
